2020-01-27 14:54:58.611 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\asus\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.2\jaxb-runtime-2.3.2.jar referenced one or more files that do not exist: file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.xml.bind-api-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/txw2-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/istack-commons-runtime-3.0.8.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/stax-ex-1.8.1.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/FastInfoset-1.2.16.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.activation-api-1.2.1.jar
2020-01-27 16:23:09.705 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:23:10.688 [PollingServerListUpdater-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: commodity-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2020-01-27 16:23:53.813 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:25:07.860 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:25:14.459 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:25:14.459 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 16:25:14.459 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:25:14.459 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
2020-01-27 16:25:14.459 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 16:25:14.459 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:25:14.466 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:25:14.466 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"iPhone系列":[{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000},{"createdTime":1577154932000,"id":4,"image":"https://img1.360buyimg.com/n6/jfs/t1/74879/13/13367/592262/5dac1798E2b8fb442/d98ace2a5139a00c.jpg","num":5000,"price":8999,"status":1,"title":"iPhoneXs","updatedTime":1577154934000},{"createdTime":1578224598000,"id":5,"image":"https://img13.360buyimg.com/n7/jfs/t1/27657/6/9504/96146/5c7f9e6dE433724e7/dbe911c7765f5877.jpg","num":5000,"price":699,"status":1,"title":"iphone6S","updatedTime":1578224600000}],"华为荣耀系列":[{"createdTime":1577154441000,"id":1,"image":"https://2b.zol-img.com.cn/product/192_320x240/883/ceIooc7zVhQQw.jpg","num":10000,"price":3999,"status":1,"title":"华为荣耀8X","updatedTime":1577154443000},{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]}}
2020-01-27 16:25:14.466 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:25:20.385 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:25:20.386 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 16:25:20.386 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:25:20.386 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
2020-01-27 16:25:20.386 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 16:25:20.386 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:25:20.408 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:25:20.409 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"iPhone系列":[{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000},{"createdTime":1577154932000,"id":4,"image":"https://img1.360buyimg.com/n6/jfs/t1/74879/13/13367/592262/5dac1798E2b8fb442/d98ace2a5139a00c.jpg","num":5000,"price":8999,"status":1,"title":"iPhoneXs","updatedTime":1577154934000},{"createdTime":1578224598000,"id":5,"image":"https://img13.360buyimg.com/n7/jfs/t1/27657/6/9504/96146/5c7f9e6dE433724e7/dbe911c7765f5877.jpg","num":5000,"price":699,"status":1,"title":"iphone6S","updatedTime":1578224600000}],"华为荣耀系列":[{"createdTime":1577154441000,"id":1,"image":"https://2b.zol-img.com.cn/product/192_320x240/883/ceIooc7zVhQQw.jpg","num":10000,"price":3999,"status":1,"title":"华为荣耀8X","updatedTime":1577154443000},{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]}}
2020-01-27 16:25:20.409 [http-nio-8002-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:25:23.244 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:25:45.974 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:25:45.974 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 16:25:45.975 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:25:45.975 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
2020-01-27 16:25:45.975 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 16:25:45.975 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:25:45.981 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:25:45.982 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"iPhone系列":[{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000},{"createdTime":1577154932000,"id":4,"image":"https://img1.360buyimg.com/n6/jfs/t1/74879/13/13367/592262/5dac1798E2b8fb442/d98ace2a5139a00c.jpg","num":5000,"price":8999,"status":1,"title":"iPhoneXs","updatedTime":1577154934000},{"createdTime":1578224598000,"id":5,"image":"https://img13.360buyimg.com/n7/jfs/t1/27657/6/9504/96146/5c7f9e6dE433724e7/dbe911c7765f5877.jpg","num":5000,"price":699,"status":1,"title":"iphone6S","updatedTime":1578224600000}],"华为荣耀系列":[{"createdTime":1577154441000,"id":1,"image":"https://2b.zol-img.com.cn/product/192_320x240/883/ceIooc7zVhQQw.jpg","num":10000,"price":3999,"status":1,"title":"华为荣耀8X","updatedTime":1577154443000},{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]}}
2020-01-27 16:25:45.982 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:26:09.518 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:26:09.518 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 16:26:09.518 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:26:09.518 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
2020-01-27 16:26:09.518 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 16:26:09.518 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:26:09.526 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:26:09.526 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"iPhone系列":[{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000},{"createdTime":1577154932000,"id":4,"image":"https://img1.360buyimg.com/n6/jfs/t1/74879/13/13367/592262/5dac1798E2b8fb442/d98ace2a5139a00c.jpg","num":5000,"price":8999,"status":1,"title":"iPhoneXs","updatedTime":1577154934000},{"createdTime":1578224598000,"id":5,"image":"https://img13.360buyimg.com/n7/jfs/t1/27657/6/9504/96146/5c7f9e6dE433724e7/dbe911c7765f5877.jpg","num":5000,"price":699,"status":1,"title":"iphone6S","updatedTime":1578224600000}],"华为荣耀系列":[{"createdTime":1577154441000,"id":1,"image":"https://2b.zol-img.com.cn/product/192_320x240/883/ceIooc7zVhQQw.jpg","num":10000,"price":3999,"status":1,"title":"华为荣耀8X","updatedTime":1577154443000},{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]}}
2020-01-27 16:26:09.526 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:26:12.800 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:26:46.868 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:27:34.512 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:27:48.327 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:27:48.327 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 16:27:48.327 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:27:48.328 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
2020-01-27 16:27:48.328 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 16:27:48.328 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:27:48.351 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:27:48.351 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"iPhone系列":[{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000},{"createdTime":1577154932000,"id":4,"image":"https://img1.360buyimg.com/n6/jfs/t1/74879/13/13367/592262/5dac1798E2b8fb442/d98ace2a5139a00c.jpg","num":5000,"price":8999,"status":1,"title":"iPhoneXs","updatedTime":1577154934000},{"createdTime":1578224598000,"id":5,"image":"https://img13.360buyimg.com/n7/jfs/t1/27657/6/9504/96146/5c7f9e6dE433724e7/dbe911c7765f5877.jpg","num":5000,"price":699,"status":1,"title":"iphone6S","updatedTime":1578224600000}],"华为荣耀系列":[{"createdTime":1577154441000,"id":1,"image":"https://2b.zol-img.com.cn/product/192_320x240/883/ceIooc7zVhQQw.jpg","num":10000,"price":3999,"status":1,"title":"华为荣耀8X","updatedTime":1577154443000},{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]}}
2020-01-27 16:27:48.351 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:28:53.815 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:29:30.255 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:29:30.255 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getItem
2020-01-27 16:29:30.255 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:29:30.255 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getItem(Long)
2020-01-27 16:29:30.255 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[3]
2020-01-27 16:29:30.255 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:29:30.257 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:29:30.258 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000}}
2020-01-27 16:29:30.258 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:29:30.263 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:29:30.263 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getItemDesc
2020-01-27 16:29:30.263 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:29:30.263 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemDescServiceImpl.getItemDesc(Long)
2020-01-27 16:29:30.263 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[3]
2020-01-27 16:29:30.263 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:29:30.281 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:29:30.281 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1577415439000,"id":3,"itemDesc":"<img style=\"width: auto; height: auto; max-width: 100%;\" src=\"http://img30.360buyimg.com/popWaterMark/jfs/t1/52821/27/10491/132460/5d78a4b3E62fa4329/4b8600044f94a721.jpg\">","updatedTime":1577415442000}}
2020-01-27 16:29:30.281 [http-nio-8002-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:30:00.005 [multiThread-2] INFO  com.lpc.timeSchedule.OrderSchedule - #######################OrderScdule类执行order()方法########################
2020-01-27 16:30:00.100 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:30:00.100 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectAllOrders
2020-01-27 16:30:00.100 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:30:00.100 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.selectAllOrders()
2020-01-27 16:30:00.100 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 16:30:00.100 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:30:00.169 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:30:00.169 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"amount":1999.0,"createdTime":1580047172000,"id":20200029,"status":2,"updatedTime":1580048400000,"userId":69},{"amount":1999.0,"createdTime":1580048205000,"id":20200030,"status":2,"updatedTime":1580049600000,"userId":69}]
2020-01-27 16:30:00.169 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:30:07.875 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:30:21.741 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:30:21.741 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getItem
2020-01-27 16:30:21.741 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:30:21.741 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getItem(Long)
2020-01-27 16:30:21.741 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[3]
2020-01-27 16:30:21.741 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:30:21.744 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:30:21.744 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000}}
2020-01-27 16:30:21.744 [http-nio-8002-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:30:21.748 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:30:21.748 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getItemDesc
2020-01-27 16:30:21.748 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:30:21.748 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemDescServiceImpl.getItemDesc(Long)
2020-01-27 16:30:21.748 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[3]
2020-01-27 16:30:21.748 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:30:21.750 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:30:21.750 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1577415439000,"id":3,"itemDesc":"<img style=\"width: auto; height: auto; max-width: 100%;\" src=\"http://img30.360buyimg.com/popWaterMark/jfs/t1/52821/27/10491/132460/5d78a4b3E62fa4329/4b8600044f94a721.jpg\">","updatedTime":1577415442000}}
2020-01-27 16:30:21.750 [http-nio-8002-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:30:23.293 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:30:33.455 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:30:33.455 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getItem
2020-01-27 16:30:33.455 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:30:33.455 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getItem(Long)
2020-01-27 16:30:33.455 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[3]
2020-01-27 16:30:33.455 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:30:33.732 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:30:33.732 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000}}
2020-01-27 16:30:33.732 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:30:33.736 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:30:33.737 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getItemDesc
2020-01-27 16:30:33.737 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:30:33.737 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemDescServiceImpl.getItemDesc(Long)
2020-01-27 16:30:33.737 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[3]
2020-01-27 16:30:33.737 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:30:33.803 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:30:33.803 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1577415439000,"id":3,"itemDesc":"<img style=\"width: auto; height: auto; max-width: 100%;\" src=\"http://img30.360buyimg.com/popWaterMark/jfs/t1/52821/27/10491/132460/5d78a4b3E62fa4329/4b8600044f94a721.jpg\">","updatedTime":1577415442000}}
2020-01-27 16:30:33.804 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:31:12.803 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:31:46.895 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2020-01-27 16:31:51.268 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:31:51.269 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8000/member/login
2020-01-27 16:31:51.269 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求方式:POST
2020-01-27 16:31:51.269 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.UserServiceImpl.login(mb_user)
2020-01-27 16:31:51.281 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[mb_user(username=null, password=19961223lpc, phone=17685748159, email=null, openID=null)]
2020-01-27 16:31:51.281 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:31:51.452 [http-nio-8000-exec-8] INFO  com.lpc.serviceImpl.UserServiceImpl - ###### 登录  token存入redis: token：0874ed8e-9842-4ace-aa5c-85415e2c7fce  userId：69
2020-01-27 16:31:51.452 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:31:51.452 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":"0874ed8e-9842-4ace-aa5c-85415e2c7fce"}
2020-01-27 16:31:51.452 [http-nio-8000-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:31:51.464 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:31:51.465 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 16:31:51.465 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:31:51.465 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
